# Region type : faceZone nozzleOutletZone
# Faces  :     3013
# Area   :     6.30029605e-09
# Time         	sum(rhoPhi)	sum(phi)
4.2006344e-05  	-2.63029800e-03	3.67897053e-06
4.200653e-05   	-2.63032329e-03	3.67897772e-06
4.2006717e-05  	-2.63034847e-03	3.67898544e-06
4.2006903e-05  	-2.63037381e-03	3.67899397e-06
4.2007089e-05  	-2.63039945e-03	3.67900371e-06
4.2007276e-05  	-2.63042569e-03	3.67901530e-06
4.2007462e-05  	-2.63045255e-03	3.67902868e-06
4.2007649e-05  	-2.63048005e-03	3.67904401e-06
4.2007835e-05  	-2.63050828e-03	3.67906151e-06
4.2008022e-05  	-2.63053722e-03	3.67908077e-06
4.2008208e-05  	-2.63056676e-03	3.67910198e-06
4.2008394e-05  	-2.63059670e-03	3.67912481e-06
4.2008581e-05  	-2.63062686e-03	3.67914917e-06
4.2008767e-05  	-2.63065709e-03	3.67917480e-06
4.2008953e-05  	-2.63068717e-03	3.67920161e-06
4.2009139e-05  	-2.63071706e-03	3.67922942e-06
4.2009326e-05  	-2.63074651e-03	3.67925801e-06
4.2009512e-05  	-2.63077552e-03	3.67928731e-06
4.2009698e-05  	-2.63080397e-03	3.67931711e-06
4.2009884e-05  	-2.63083179e-03	3.67934744e-06
4.2010071e-05  	-2.63085896e-03	3.67937830e-06
4.2010257e-05  	-2.63088548e-03	3.67940969e-06
4.2010443e-05  	-2.63091135e-03	3.67944166e-06
4.2010629e-05  	-2.63093662e-03	3.67947426e-06
4.2010815e-05  	-2.63096137e-03	3.67950759e-06
4.2011001e-05  	-2.63098571e-03	3.67954171e-06
4.2011187e-05  	-2.63100973e-03	3.67957672e-06
4.2011373e-05  	-2.63103349e-03	3.67961270e-06
4.2011559e-05  	-2.63105710e-03	3.67964972e-06
4.2011745e-05  	-2.63108063e-03	3.67968782e-06
4.2011931e-05  	-2.63110414e-03	3.67972705e-06
4.2012117e-05  	-2.63112770e-03	3.67976741e-06
4.2012303e-05  	-2.63115136e-03	3.67980889e-06
4.2012489e-05  	-2.63117516e-03	3.67985146e-06
4.2012675e-05  	-2.63119912e-03	3.67989508e-06
4.2012861e-05  	-2.63122322e-03	3.67993971e-06
4.2013047e-05  	-2.63124749e-03	3.67998530e-06
4.2013233e-05  	-2.63127190e-03	3.68003180e-06
4.2013419e-05  	-2.63129646e-03	3.68007915e-06
4.2013604e-05  	-2.63132115e-03	3.68012732e-06
4.201379e-05   	-2.63134600e-03	3.68017624e-06
4.2013976e-05  	-2.63137099e-03	3.68022589e-06
4.2014162e-05  	-2.63139615e-03	3.68027624e-06
4.2014348e-05  	-2.63142150e-03	3.68032727e-06
4.2014533e-05  	-2.63144705e-03	3.68037899e-06
4.2014719e-05  	-2.63147283e-03	3.68043138e-06
4.2014905e-05  	-2.63149888e-03	3.68048443e-06
4.2015091e-05  	-2.63152521e-03	3.68053813e-06
4.2015276e-05  	-2.63155186e-03	3.68059248e-06
4.2015462e-05  	-2.63157884e-03	3.68064747e-06
4.2015648e-05  	-2.63160616e-03	3.68070308e-06
4.2015834e-05  	-2.63163384e-03	3.68075928e-06
4.2016019e-05  	-2.63166187e-03	3.68081602e-06
4.2016205e-05  	-2.63169022e-03	3.68087326e-06
4.2016391e-05  	-2.63171889e-03	3.68093095e-06
4.2016577e-05  	-2.63174785e-03	3.68098903e-06
4.2016763e-05  	-2.63177709e-03	3.68104744e-06
4.2016948e-05  	-2.63180658e-03	3.68110611e-06
4.2017134e-05  	-2.63183629e-03	3.68116499e-06
4.201732e-05   	-2.63186620e-03	3.68122400e-06
4.2017506e-05  	-2.63189628e-03	3.68128310e-06
4.2017692e-05  	-2.63192652e-03	3.68134223e-06
4.2017877e-05  	-2.63195688e-03	3.68140132e-06
4.2018063e-05  	-2.63198735e-03	3.68146034e-06
4.2018249e-05  	-2.63201791e-03	3.68151923e-06
4.2018435e-05  	-2.63204855e-03	3.68157797e-06
4.2018621e-05  	-2.63207924e-03	3.68163650e-06
4.2018806e-05  	-2.63210997e-03	3.68169481e-06
4.2018992e-05  	-2.63214072e-03	3.68175284e-06
4.2019178e-05  	-2.63217144e-03	3.68181057e-06
4.2019364e-05  	-2.63220215e-03	3.68186796e-06
4.201955e-05   	-2.63223282e-03	3.68192497e-06
4.2019735e-05  	-2.63226343e-03	3.68198158e-06
4.2019921e-05  	-2.63229395e-03	3.68203774e-06
4.2020107e-05  	-2.63232434e-03	3.68209339e-06
4.2020293e-05  	-2.63235459e-03	3.68214850e-06
4.2020479e-05  	-2.63238466e-03	3.68220302e-06
4.2020665e-05  	-2.63241453e-03	3.68225690e-06
4.202085e-05   	-2.63244416e-03	3.68231008e-06
4.2021036e-05  	-2.63247352e-03	3.68236253e-06
4.2021222e-05  	-2.63250260e-03	3.68241422e-06
4.2021408e-05  	-2.63253138e-03	3.68246512e-06
4.2021594e-05  	-2.63255985e-03	3.68251521e-06
4.2021779e-05  	-2.63258801e-03	3.68256450e-06
4.2021965e-05  	-2.63261588e-03	3.68261297e-06
4.2022151e-05  	-2.63264345e-03	3.68266065e-06
4.2022337e-05  	-2.63267072e-03	3.68270756e-06
4.2022523e-05  	-2.63269787e-03	3.68275368e-06
4.2022709e-05  	-2.63272480e-03	3.68279906e-06
4.2022894e-05  	-2.63275151e-03	3.68284372e-06
4.202308e-05   	-2.63277805e-03	3.68288773e-06
4.2023266e-05  	-2.63280448e-03	3.68293115e-06
4.2023452e-05  	-2.63283084e-03	3.68297403e-06
4.2023638e-05  	-2.63285718e-03	3.68301642e-06
4.2023823e-05  	-2.63288356e-03	3.68305839e-06
4.2024009e-05  	-2.63291002e-03	3.68309997e-06
4.2024195e-05  	-2.63293660e-03	3.68314122e-06
4.2024381e-05  	-2.63296334e-03	3.68318215e-06
4.2024567e-05  	-2.63299024e-03	3.68322282e-06
4.2024753e-05  	-2.63301734e-03	3.68326323e-06
4.2024938e-05  	-2.63304465e-03	3.68330342e-06
4.2025124e-05  	-2.63307216e-03	3.68334339e-06
4.202531e-05   	-2.63309988e-03	3.68338317e-06
4.2025496e-05  	-2.63312781e-03	3.68342274e-06
4.2025682e-05  	-2.63315593e-03	3.68346213e-06
4.2025868e-05  	-2.63318422e-03	3.68350134e-06
4.2026054e-05  	-2.63321267e-03	3.68354034e-06
4.2026239e-05  	-2.63324125e-03	3.68357913e-06
4.2026425e-05  	-2.63326993e-03	3.68361769e-06
4.2026611e-05  	-2.63329868e-03	3.68365601e-06
4.2026797e-05  	-2.63332748e-03	3.68369407e-06
4.2026983e-05  	-2.63335630e-03	3.68373186e-06
4.2027169e-05  	-2.63338513e-03	3.68376947e-06
4.2027355e-05  	-2.63341393e-03	3.68380688e-06
4.202754e-05   	-2.63344268e-03	3.68384401e-06
4.2027726e-05  	-2.63347136e-03	3.68388081e-06
4.2027912e-05  	-2.63349992e-03	3.68391726e-06
4.2028098e-05  	-2.63352837e-03	3.68395335e-06
4.2028284e-05  	-2.63355669e-03	3.68398907e-06
4.202847e-05   	-2.63358486e-03	3.68402443e-06
4.2028656e-05  	-2.63361287e-03	3.68405944e-06
4.2028842e-05  	-2.63364074e-03	3.68409411e-06
4.2029028e-05  	-2.63366846e-03	3.68412845e-06
4.2029214e-05  	-2.63369603e-03	3.68416248e-06
4.20294e-05    	-2.63372346e-03	3.68419621e-06
4.2029586e-05  	-2.63375076e-03	3.68422965e-06
4.2029771e-05  	-2.63377794e-03	3.68426283e-06
4.2029957e-05  	-2.63380501e-03	3.68429577e-06
4.2030143e-05  	-2.63383198e-03	3.68432849e-06
4.2030329e-05  	-2.63385886e-03	3.68436101e-06
4.2030515e-05  	-2.63388568e-03	3.68439335e-06
4.2030701e-05  	-2.63391243e-03	3.68442553e-06
4.2030887e-05  	-2.63393912e-03	3.68445758e-06
4.2031073e-05  	-2.63396576e-03	3.68448949e-06
4.2031259e-05  	-2.63399236e-03	3.68452127e-06
4.2031445e-05  	-2.63401890e-03	3.68455293e-06
4.2031631e-05  	-2.63404540e-03	3.68458447e-06
4.2031817e-05  	-2.63407184e-03	3.68461587e-06
4.2032003e-05  	-2.63409821e-03	3.68464713e-06
4.2032189e-05  	-2.63412451e-03	3.68467824e-06
4.2032375e-05  	-2.63415071e-03	3.68470920e-06
4.2032561e-05  	-2.63417681e-03	3.68473997e-06
4.2032747e-05  	-2.63420279e-03	3.68477056e-06
4.2032934e-05  	-2.63422862e-03	3.68480093e-06
4.203312e-05   	-2.63425439e-03	3.68483112e-06
4.2033306e-05  	-2.63428002e-03	3.68486129e-06
4.2033492e-05  	-2.63430549e-03	3.68489132e-06
4.2033678e-05  	-2.63433078e-03	3.68492112e-06
4.2033864e-05  	-2.63435588e-03	3.68495072e-06
4.203405e-05   	-2.63438080e-03	3.68498014e-06
4.2034236e-05  	-2.63440554e-03	3.68500938e-06
4.2034422e-05  	-2.63443009e-03	3.68503846e-06
4.2034608e-05  	-2.63445449e-03	3.68506739e-06
4.2034794e-05  	-2.63447873e-03	3.68509620e-06
4.2034981e-05  	-2.63450285e-03	3.68512492e-06
4.2035167e-05  	-2.63452686e-03	3.68515357e-06
4.2035353e-05  	-2.63455079e-03	3.68518220e-06
4.2035539e-05  	-2.63457467e-03	3.68521084e-06
4.2035725e-05  	-2.63459854e-03	3.68523952e-06
4.2035911e-05  	-2.63462242e-03	3.68526829e-06
4.2036097e-05  	-2.63464635e-03	3.68529720e-06
4.2036284e-05  	-2.63467036e-03	3.68532627e-06
4.203647e-05   	-2.63469448e-03	3.68535555e-06
4.2036656e-05  	-2.63471874e-03	3.68538508e-06
4.2036842e-05  	-2.63474317e-03	3.68541491e-06
4.2037028e-05  	-2.63476779e-03	3.68544507e-06
4.2037214e-05  	-2.63479261e-03	3.68547558e-06
4.20374e-05    	-2.63481765e-03	3.68550647e-06
4.2037587e-05  	-2.63484292e-03	3.68553775e-06
4.2037773e-05  	-2.63486843e-03	3.68556944e-06
4.2037959e-05  	-2.63489416e-03	3.68560152e-06
4.2038145e-05  	-2.63492011e-03	3.68563402e-06
4.2038331e-05  	-2.63494628e-03	3.68566691e-06
4.2038518e-05  	-2.63497263e-03	3.68570019e-06
4.2038704e-05  	-2.63499916e-03	3.68573383e-06
4.203889e-05   	-2.63502583e-03	3.68576782e-06
4.2039076e-05  	-2.63505262e-03	3.68580213e-06
4.2039262e-05  	-2.63507949e-03	3.68583675e-06
4.2039448e-05  	-2.63510641e-03	3.68587164e-06
4.2039635e-05  	-2.63513336e-03	3.68590677e-06
4.2039821e-05  	-2.63516029e-03	3.68594212e-06
4.2040007e-05  	-2.63518719e-03	3.68597767e-06
4.2040193e-05  	-2.63521400e-03	3.68601338e-06
4.2040379e-05  	-2.63524072e-03	3.68604923e-06
4.2040566e-05  	-2.63526731e-03	3.68608520e-06
4.2040752e-05  	-2.63529376e-03	3.68612126e-06
4.2040938e-05  	-2.63532004e-03	3.68615741e-06
4.2041124e-05  	-2.63534615e-03	3.68619364e-06
4.204131e-05   	-2.63537209e-03	3.68622994e-06
4.2041497e-05  	-2.63539784e-03	3.68626630e-06
4.2041683e-05  	-2.63542341e-03	3.68630272e-06
4.2041869e-05  	-2.63544881e-03	3.68633922e-06
4.2042055e-05  	-2.63547405e-03	3.68637579e-06
4.2042241e-05  	-2.63549914e-03	3.68641246e-06
4.2042427e-05  	-2.63552410e-03	3.68644922e-06
4.2042614e-05  	-2.63554895e-03	3.68648610e-06
4.20428e-05    	-2.63557371e-03	3.68652312e-06
4.2042986e-05  	-2.63559842e-03	3.68656031e-06
4.2043172e-05  	-2.63562309e-03	3.68659766e-06
4.2043358e-05  	-2.63564776e-03	3.68663522e-06
4.2043545e-05  	-2.63567244e-03	3.68667298e-06
4.2043731e-05  	-2.63569717e-03	3.68671099e-06
4.2043917e-05  	-2.63572198e-03	3.68674927e-06
4.2044103e-05  	-2.63574690e-03	3.68678783e-06
4.2044289e-05  	-2.63577193e-03	3.68682671e-06
4.2044475e-05  	-2.63579712e-03	3.68686591e-06
4.2044662e-05  	-2.63582246e-03	3.68690544e-06
4.2044848e-05  	-2.63584799e-03	3.68694532e-06
4.2045034e-05  	-2.63587370e-03	3.68698554e-06
4.204522e-05   	-2.63589961e-03	3.68702612e-06
4.2045406e-05  	-2.63592572e-03	3.68706704e-06
4.2045592e-05  	-2.63595202e-03	3.68710830e-06
4.2045779e-05  	-2.63597852e-03	3.68714989e-06
4.2045965e-05  	-2.63600519e-03	3.68719180e-06
4.2046151e-05  	-2.63603203e-03	3.68723399e-06
4.2046337e-05  	-2.63605902e-03	3.68727646e-06
4.2046523e-05  	-2.63608615e-03	3.68731917e-06
4.2046709e-05  	-2.63611338e-03	3.68736209e-06
4.2046895e-05  	-2.63614070e-03	3.68740521e-06
4.2047081e-05  	-2.63616809e-03	3.68744849e-06
4.2047268e-05  	-2.63619550e-03	3.68749189e-06
4.2047454e-05  	-2.63622294e-03	3.68753538e-06
4.204764e-05   	-2.63625035e-03	3.68757894e-06
4.2047826e-05  	-2.63627772e-03	3.68762254e-06
4.2048012e-05  	-2.63630503e-03	3.68766614e-06
4.2048198e-05  	-2.63633224e-03	3.68770971e-06
4.2048384e-05  	-2.63635933e-03	3.68775322e-06
4.204857e-05   	-2.63638629e-03	3.68779665e-06
4.2048756e-05  	-2.63641307e-03	3.68783997e-06
4.2048943e-05  	-2.63643969e-03	3.68788318e-06
4.2049129e-05  	-2.63646613e-03	3.68792623e-06
4.2049315e-05  	-2.63649237e-03	3.68796912e-06
4.2049501e-05  	-2.63651842e-03	3.68801182e-06
4.2049687e-05  	-2.63654425e-03	3.68805432e-06
4.2049873e-05  	-2.63656987e-03	3.68809661e-06
4.2050059e-05  	-2.63659528e-03	3.68813869e-06
4.2050245e-05  	-2.63662047e-03	3.68818058e-06
4.2050431e-05  	-2.63664546e-03	3.68822226e-06
4.2050617e-05  	-2.63667025e-03	3.68826371e-06
4.2050803e-05  	-2.63669485e-03	3.68830494e-06
4.2050989e-05  	-2.63671926e-03	3.68834595e-06
4.2051175e-05  	-2.63674350e-03	3.68838674e-06
4.2051362e-05  	-2.63676759e-03	3.68842733e-06
4.2051548e-05  	-2.63679154e-03	3.68846771e-06
4.2051734e-05  	-2.63681538e-03	3.68850790e-06
4.205192e-05   	-2.63683912e-03	3.68854792e-06
4.2052106e-05  	-2.63686279e-03	3.68858778e-06
4.2052292e-05  	-2.63688640e-03	3.68862749e-06
4.2052478e-05  	-2.63690998e-03	3.68866706e-06
4.2052664e-05  	-2.63693355e-03	3.68870652e-06
4.205285e-05   	-2.63695714e-03	3.68874592e-06
4.2053036e-05  	-2.63698076e-03	3.68878526e-06
4.2053222e-05  	-2.63700445e-03	3.68882453e-06
4.2053408e-05  	-2.63702823e-03	3.68886375e-06
4.2053594e-05  	-2.63705211e-03	3.68890294e-06
4.205378e-05   	-2.63707609e-03	3.68894211e-06
4.2053966e-05  	-2.63710021e-03	3.68898135e-06
4.2054152e-05  	-2.63712447e-03	3.68902062e-06
4.2054338e-05  	-2.63714887e-03	3.68905989e-06
4.2054524e-05  	-2.63717341e-03	3.68909915e-06
4.205471e-05   	-2.63719810e-03	3.68913842e-06
4.2054896e-05  	-2.63722294e-03	3.68917771e-06
4.2055082e-05  	-2.63724792e-03	3.68921700e-06
4.2055268e-05  	-2.63727306e-03	3.68925630e-06
4.2055454e-05  	-2.63729834e-03	3.68929561e-06
4.205564e-05   	-2.63732376e-03	3.68933491e-06
4.2055826e-05  	-2.63734930e-03	3.68937422e-06
4.2056012e-05  	-2.63737497e-03	3.68941354e-06
4.2056198e-05  	-2.63740073e-03	3.68945282e-06
4.2056384e-05  	-2.63742658e-03	3.68949205e-06
4.205657e-05   	-2.63745250e-03	3.68953122e-06
4.2056756e-05  	-2.63747847e-03	3.68957031e-06
4.2056941e-05  	-2.63750447e-03	3.68960931e-06
4.2057127e-05  	-2.63753050e-03	3.68964821e-06
4.2057313e-05  	-2.63755652e-03	3.68968698e-06
4.2057499e-05  	-2.63758252e-03	3.68972560e-06
4.2057685e-05  	-2.63760848e-03	3.68976407e-06
4.2057871e-05  	-2.63763438e-03	3.68980235e-06
4.2058057e-05  	-2.63766023e-03	3.68984045e-06
4.2058243e-05  	-2.63768602e-03	3.68987834e-06
4.2058429e-05  	-2.63771169e-03	3.68991602e-06
4.2058615e-05  	-2.63773723e-03	3.68995347e-06
4.2058801e-05  	-2.63776263e-03	3.68999069e-06
4.2058987e-05  	-2.63778789e-03	3.69002766e-06
4.2059172e-05  	-2.63781299e-03	3.69006437e-06
4.2059358e-05  	-2.63783793e-03	3.69010083e-06
4.2059544e-05  	-2.63786271e-03	3.69013702e-06
4.205973e-05   	-2.63788732e-03	3.69017294e-06
4.2059916e-05  	-2.63791177e-03	3.69020860e-06
4.2060102e-05  	-2.63793605e-03	3.69024399e-06
4.2060288e-05  	-2.63796016e-03	3.69027911e-06
4.2060474e-05  	-2.63798412e-03	3.69031398e-06
4.2060659e-05  	-2.63800792e-03	3.69034859e-06
4.2060845e-05  	-2.63803158e-03	3.69038294e-06
4.2061031e-05  	-2.63805510e-03	3.69041704e-06
4.2061217e-05  	-2.63807850e-03	3.69045092e-06
4.2061403e-05  	-2.63810177e-03	3.69048456e-06
4.2061589e-05  	-2.63812495e-03	3.69051799e-06
4.2061774e-05  	-2.63814803e-03	3.69055121e-06
4.206196e-05   	-2.63817102e-03	3.69058424e-06
4.2062146e-05  	-2.63819395e-03	3.69061707e-06
4.2062332e-05  	-2.63821682e-03	3.69064971e-06
4.2062518e-05  	-2.63823965e-03	3.69068218e-06
4.2062703e-05  	-2.63826243e-03	3.69071446e-06
4.2062889e-05  	-2.63828519e-03	3.69074654e-06
4.2063075e-05  	-2.63830794e-03	3.69077863e-06
4.2063261e-05  	-2.63833068e-03	3.69081071e-06
4.2063447e-05  	-2.63835342e-03	3.69084269e-06
4.2063632e-05  	-2.63837617e-03	3.69087457e-06
4.2063818e-05  	-2.63839892e-03	3.69090636e-06
4.2064004e-05  	-2.63842167e-03	3.69093807e-06
4.206419e-05   	-2.63844442e-03	3.69096970e-06
4.2064376e-05  	-2.63846717e-03	3.69100148e-06
4.2064561e-05  	-2.63848991e-03	3.69103284e-06
4.2064747e-05  	-2.63851264e-03	3.69106448e-06
4.2064933e-05  	-2.63853535e-03	3.69109565e-06
4.2065119e-05  	-2.63855803e-03	3.69112699e-06
4.2065304e-05  	-2.63858067e-03	3.69115802e-06
4.206549e-05   	-2.63860326e-03	3.69118902e-06
4.2065676e-05  	-2.63862580e-03	3.69121985e-06
4.2065861e-05  	-2.63864826e-03	3.69125054e-06
4.2066047e-05  	-2.63867065e-03	3.69128108e-06
4.2066233e-05  	-2.63869295e-03	3.69131146e-06
4.2066419e-05  	-2.63871515e-03	3.69134168e-06
4.2066604e-05  	-2.63873724e-03	3.69137172e-06
4.206679e-05   	-2.63875922e-03	3.69140159e-06
4.2066976e-05  	-2.63878107e-03	3.69143128e-06
4.2067161e-05  	-2.63880280e-03	3.69146078e-06
4.2067347e-05  	-2.63882439e-03	3.69149008e-06
4.2067533e-05  	-2.63884584e-03	3.69151920e-06
4.2067718e-05  	-2.63886716e-03	3.69154812e-06
4.2067904e-05  	-2.63888833e-03	3.69157685e-06
4.206809e-05   	-2.63890937e-03	3.69160539e-06
4.2068275e-05  	-2.63893027e-03	3.69163376e-06
4.2068461e-05  	-2.63895103e-03	3.69166194e-06
4.2068647e-05  	-2.63897166e-03	3.69168994e-06
4.2068832e-05  	-2.63899217e-03	3.69171778e-06
4.2069018e-05  	-2.63901256e-03	3.69174545e-06
4.2069203e-05  	-2.63903285e-03	3.69177295e-06
4.2069389e-05  	-2.63905303e-03	3.69180031e-06
4.2069575e-05  	-2.63907311e-03	3.69182752e-06
4.206976e-05   	-2.63909311e-03	3.69185460e-06
4.2069946e-05  	-2.63911303e-03	3.69188155e-06
4.2070131e-05  	-2.63913288e-03	3.69190838e-06
4.2070317e-05  	-2.63915267e-03	3.69193511e-06
4.2070503e-05  	-2.63917241e-03	3.69196174e-06
4.2070688e-05  	-2.63919211e-03	3.69198828e-06
4.2070874e-05  	-2.63921177e-03	3.69201474e-06
4.2071059e-05  	-2.63923140e-03	3.69204113e-06
4.2071245e-05  	-2.63925100e-03	3.69206744e-06
4.207143e-05   	-2.63927058e-03	3.69209369e-06
4.2071616e-05  	-2.63929014e-03	3.69211987e-06
4.2071801e-05  	-2.63930967e-03	3.69214599e-06
4.2071987e-05  	-2.63932919e-03	3.69217204e-06
4.2072172e-05  	-2.63934869e-03	3.69219804e-06
4.2072358e-05  	-2.63936816e-03	3.69222398e-06
4.2072543e-05  	-2.63938761e-03	3.69224987e-06
4.2072729e-05  	-2.63940702e-03	3.69227568e-06
4.2072914e-05  	-2.63942639e-03	3.69230143e-06
4.20731e-05    	-2.63944571e-03	3.69232711e-06
4.2073285e-05  	-2.63946497e-03	3.69235270e-06
4.2073471e-05  	-2.63948416e-03	3.69237821e-06
4.2073656e-05  	-2.63950327e-03	3.69240362e-06
4.2073842e-05  	-2.63952229e-03	3.69242893e-06
4.2074027e-05  	-2.63954121e-03	3.69245413e-06
4.2074213e-05  	-2.63956002e-03	3.69247921e-06
4.2074398e-05  	-2.63957869e-03	3.69250417e-06
4.2074584e-05  	-2.63959724e-03	3.69252900e-06
4.2074769e-05  	-2.63961564e-03	3.69255370e-06
4.2074954e-05  	-2.63963388e-03	3.69257824e-06
4.207514e-05   	-2.63965196e-03	3.69260264e-06
4.2075325e-05  	-2.63966987e-03	3.69262688e-06
4.2075511e-05  	-2.63968762e-03	3.69265097e-06
4.2075696e-05  	-2.63970519e-03	3.69267492e-06
4.2075882e-05  	-2.63972258e-03	3.69269872e-06
4.2076067e-05  	-2.63973980e-03	3.69272239e-06
4.2076252e-05  	-2.63975685e-03	3.69274592e-06
4.2076438e-05  	-2.63977374e-03	3.69276934e-06
4.2076623e-05  	-2.63979048e-03	3.69279265e-06
4.2076808e-05  	-2.63980707e-03	3.69281586e-06
4.2076994e-05  	-2.63982352e-03	3.69283898e-06
4.2077179e-05  	-2.63983985e-03	3.69286203e-06
4.2077365e-05  	-2.63985606e-03	3.69288503e-06
4.207755e-05   	-2.63987218e-03	3.69290798e-06
4.2077735e-05  	-2.63988822e-03	3.69293092e-06
4.2077921e-05  	-2.63990418e-03	3.69295385e-06
4.2078106e-05  	-2.63992008e-03	3.69297679e-06
4.2078291e-05  	-2.63993595e-03	3.69299976e-06
4.2078477e-05  	-2.63995179e-03	3.69302279e-06
4.2078662e-05  	-2.63996763e-03	3.69304587e-06
4.2078847e-05  	-2.63998347e-03	3.69306903e-06
4.2079033e-05  	-2.63999932e-03	3.69309229e-06
4.2079218e-05  	-2.64001521e-03	3.69311565e-06
4.2079403e-05  	-2.64003114e-03	3.69313912e-06
4.2079588e-05  	-2.64004712e-03	3.69316272e-06
4.2079774e-05  	-2.64006317e-03	3.69318646e-06
4.2079959e-05  	-2.64007930e-03	3.69321034e-06
4.2080144e-05  	-2.64009551e-03	3.69323438e-06
4.208033e-05   	-2.64011180e-03	3.69325858e-06
4.2080515e-05  	-2.64012819e-03	3.69328294e-06
4.20807e-05    	-2.64014467e-03	3.69330747e-06
4.2080885e-05  	-2.64016125e-03	3.69333217e-06
4.2081071e-05  	-2.64017793e-03	3.69335704e-06
4.2081256e-05  	-2.64019470e-03	3.69338207e-06
4.2081441e-05  	-2.64021155e-03	3.69340727e-06
4.2081627e-05  	-2.64022849e-03	3.69343263e-06
4.2081812e-05  	-2.64024551e-03	3.69345814e-06
4.2081997e-05  	-2.64026260e-03	3.69348380e-06
4.2082182e-05  	-2.64027974e-03	3.69350961e-06
4.2082367e-05  	-2.64029693e-03	3.69353555e-06
4.2082553e-05  	-2.64031416e-03	3.69356161e-06
4.2082738e-05  	-2.64033142e-03	3.69358778e-06
4.2082923e-05  	-2.64034868e-03	3.69361404e-06
4.2083108e-05  	-2.64036595e-03	3.69364039e-06
4.2083294e-05  	-2.64038320e-03	3.69366679e-06
4.2083479e-05  	-2.64040043e-03	3.69369325e-06
4.2083664e-05  	-2.64041761e-03	3.69371973e-06
4.2083849e-05  	-2.64043475e-03	3.69374624e-06
4.2084034e-05  	-2.64045182e-03	3.69377274e-06
4.208422e-05   	-2.64046881e-03	3.69379922e-06
4.2084405e-05  	-2.64048572e-03	3.69382567e-06
4.208459e-05   	-2.64050254e-03	3.69385205e-06
4.2084775e-05  	-2.64051927e-03	3.69387831e-06
4.208496e-05   	-2.64053597e-03	3.69390466e-06
4.2085146e-05  	-2.64055256e-03	3.69393105e-06
4.2085331e-05  	-2.64056904e-03	3.69395735e-06
4.2085516e-05  	-2.64058540e-03	3.69398356e-06
4.2085701e-05  	-2.64060165e-03	3.69400968e-06
4.2085886e-05  	-2.64061777e-03	3.69403571e-06
4.2086071e-05  	-2.64063376e-03	3.69406166e-06
4.2086256e-05  	-2.64064963e-03	3.69408751e-06
4.2086442e-05  	-2.64066538e-03	3.69411327e-06
4.2086627e-05  	-2.64068100e-03	3.69413893e-06
4.2086812e-05  	-2.64069649e-03	3.69416448e-06
4.2086997e-05  	-2.64071186e-03	3.69418992e-06
4.2087182e-05  	-2.64072711e-03	3.69421526e-06
4.2087367e-05  	-2.64074223e-03	3.69424047e-06
4.2087552e-05  	-2.64075723e-03	3.69426557e-06
4.2087738e-05  	-2.64077212e-03	3.69429054e-06
4.2087923e-05  	-2.64078690e-03	3.69431540e-06
4.2088108e-05  	-2.64080157e-03	3.69434013e-06
4.2088293e-05  	-2.64081615e-03	3.69436473e-06
4.2088478e-05  	-2.64083062e-03	3.69438921e-06
4.2088663e-05  	-2.64084501e-03	3.69441358e-06
4.2088848e-05  	-2.64085930e-03	3.69443783e-06
4.2089033e-05  	-2.64087351e-03	3.69446196e-06
