# Region type : faceZone nozzleOutletZone
# Faces  :     3013
# Area   :     6.30029605e-09
# Time         	sum(rhoPhi)	sum(phi)
3.0007181e-05  	-2.39626166e-03	3.34956338e-06
3.0007392e-05  	-2.39651822e-03	3.34992350e-06
3.0007603e-05  	-2.39677420e-03	3.35028342e-06
3.0007814e-05  	-2.39703016e-03	3.35064310e-06
3.0008025e-05  	-2.39728703e-03	3.35100258e-06
3.0008236e-05  	-2.39754291e-03	3.35136182e-06
3.0008447e-05  	-2.39779812e-03	3.35172087e-06
3.0008657e-05  	-2.39805372e-03	3.35207959e-06
3.0008868e-05  	-2.39830892e-03	3.35243803e-06
3.0009079e-05  	-2.39856401e-03	3.35279616e-06
3.000929e-05   	-2.39881772e-03	3.35315395e-06
3.00095e-05    	-2.39907314e-03	3.35351141e-06
3.0009711e-05  	-2.39932746e-03	3.35386855e-06
3.0009922e-05  	-2.39958038e-03	3.35422533e-06
3.0010133e-05  	-2.39983506e-03	3.35458186e-06
3.0010343e-05  	-2.40008813e-03	3.35493805e-06
3.0010554e-05  	-2.40034057e-03	3.35529395e-06
3.0010765e-05  	-2.40059414e-03	3.35564955e-06
3.0010975e-05  	-2.40084536e-03	3.35600480e-06
3.0011186e-05  	-2.40109771e-03	3.35635978e-06
3.0011396e-05  	-2.40134988e-03	3.35671444e-06
3.0011607e-05  	-2.40160127e-03	3.35706875e-06
3.0011817e-05  	-2.40185278e-03	3.35742272e-06
3.0012028e-05  	-2.40210405e-03	3.35777636e-06
3.0012238e-05  	-2.40235509e-03	3.35812972e-06
3.0012449e-05  	-2.40260595e-03	3.35848291e-06
3.0012659e-05  	-2.40285668e-03	3.35883590e-06
3.001287e-05   	-2.40310728e-03	3.35918888e-06
3.001308e-05   	-2.40335773e-03	3.35954179e-06
3.0013291e-05  	-2.40360804e-03	3.35989463e-06
3.0013501e-05  	-2.40385818e-03	3.36024736e-06
3.0013712e-05  	-2.40410817e-03	3.36060002e-06
3.0013922e-05  	-2.40435800e-03	3.36095261e-06
3.0014132e-05  	-2.40460768e-03	3.36130516e-06
3.0014343e-05  	-2.40485720e-03	3.36165765e-06
3.0014553e-05  	-2.40510660e-03	3.36201015e-06
3.0014763e-05  	-2.40535584e-03	3.36236259e-06
3.0014974e-05  	-2.40560488e-03	3.36271491e-06
3.0015184e-05  	-2.40585371e-03	3.36306706e-06
3.0015394e-05  	-2.40610230e-03	3.36341902e-06
3.0015604e-05  	-2.40635065e-03	3.36377075e-06
3.0015814e-05  	-2.40659876e-03	3.36412228e-06
3.0016025e-05  	-2.40684659e-03	3.36447352e-06
3.0016235e-05  	-2.40709414e-03	3.36482447e-06
3.0016445e-05  	-2.40734142e-03	3.36517514e-06
3.0016655e-05  	-2.40758840e-03	3.36552550e-06
3.0016865e-05  	-2.40783509e-03	3.36587552e-06
3.0017075e-05  	-2.40808150e-03	3.36622523e-06
3.0017285e-05  	-2.40832761e-03	3.36657456e-06
3.0017495e-05  	-2.40857340e-03	3.36692351e-06
3.0017705e-05  	-2.40881888e-03	3.36727203e-06
3.0017915e-05  	-2.40906402e-03	3.36762013e-06
3.0018125e-05  	-2.40930881e-03	3.36796778e-06
3.0018335e-05  	-2.40955328e-03	3.36831496e-06
3.0018545e-05  	-2.40979745e-03	3.36866170e-06
3.0018755e-05  	-2.41004129e-03	3.36900796e-06
3.0018965e-05  	-2.41028504e-03	3.36935374e-06
3.0019175e-05  	-2.41052881e-03	3.36969906e-06
3.0019385e-05  	-2.41077234e-03	3.37004389e-06
3.0019595e-05  	-2.41101588e-03	3.37038829e-06
3.0019805e-05  	-2.41125934e-03	3.37073228e-06
3.0020015e-05  	-2.41150280e-03	3.37107591e-06
3.0020224e-05  	-2.41174612e-03	3.37141920e-06
3.0020434e-05  	-2.41198917e-03	3.37176208e-06
3.0020644e-05  	-2.41223196e-03	3.37210456e-06
3.0020854e-05  	-2.41247448e-03	3.37244662e-06
3.0021063e-05  	-2.41271672e-03	3.37278825e-06
3.0021273e-05  	-2.41295869e-03	3.37312945e-06
3.0021483e-05  	-2.41320038e-03	3.37347021e-06
3.0021692e-05  	-2.41344179e-03	3.37381054e-06
3.0021902e-05  	-2.41368291e-03	3.37415043e-06
3.0022112e-05  	-2.41392376e-03	3.37448990e-06
3.0022321e-05  	-2.41416431e-03	3.37482892e-06
3.0022531e-05  	-2.41440455e-03	3.37516745e-06
3.002274e-05   	-2.41464447e-03	3.37550550e-06
3.002295e-05   	-2.41488407e-03	3.37584307e-06
3.0023159e-05  	-2.41512336e-03	3.37618016e-06
3.0023369e-05  	-2.41536233e-03	3.37651676e-06
3.0023578e-05  	-2.41560099e-03	3.37685288e-06
3.0023788e-05  	-2.41583933e-03	3.37718851e-06
3.0023997e-05  	-2.41607735e-03	3.37752365e-06
3.0024207e-05  	-2.41631505e-03	3.37785830e-06
3.0024416e-05  	-2.41655244e-03	3.37819246e-06
3.0024626e-05  	-2.41678955e-03	3.37852616e-06
3.0024835e-05  	-2.41702634e-03	3.37885937e-06
3.0025044e-05  	-2.41726282e-03	3.37919209e-06
3.0025254e-05  	-2.41749899e-03	3.37952433e-06
3.0025463e-05  	-2.41773510e-03	3.37985636e-06
3.0025672e-05  	-2.41797100e-03	3.38018753e-06
3.0025881e-05  	-2.41820661e-03	3.38051831e-06
3.0026091e-05  	-2.41844192e-03	3.38084867e-06
3.00263e-05    	-2.41867691e-03	3.38117865e-06
3.0026509e-05  	-2.41891159e-03	3.38150826e-06
3.0026718e-05  	-2.41914597e-03	3.38183750e-06
3.0026927e-05  	-2.41938003e-03	3.38216636e-06
3.0027136e-05  	-2.41961378e-03	3.38249484e-06
3.0027346e-05  	-2.41984723e-03	3.38282295e-06
3.0027555e-05  	-2.42008036e-03	3.38315067e-06
3.0027764e-05  	-2.42031318e-03	3.38347801e-06
3.0027973e-05  	-2.42054569e-03	3.38380498e-06
3.0028182e-05  	-2.42077792e-03	3.38413161e-06
3.0028391e-05  	-2.42100986e-03	3.38445790e-06
3.00286e-05    	-2.42124151e-03	3.38478383e-06
3.0028809e-05  	-2.42147287e-03	3.38510943e-06
3.0029018e-05  	-2.42170397e-03	3.38543470e-06
3.0029227e-05  	-2.42193479e-03	3.38575965e-06
3.0029436e-05  	-2.42216536e-03	3.38608430e-06
3.0029644e-05  	-2.42239567e-03	3.38640863e-06
3.0029853e-05  	-2.42262572e-03	3.38673266e-06
3.0030062e-05  	-2.42285551e-03	3.38705639e-06
3.0030271e-05  	-2.42308506e-03	3.38737981e-06
3.003048e-05   	-2.42331436e-03	3.38770294e-06
3.0030688e-05  	-2.42354342e-03	3.38802578e-06
3.0030897e-05  	-2.42377224e-03	3.38834833e-06
3.0031106e-05  	-2.42400081e-03	3.38867059e-06
3.0031315e-05  	-2.42422915e-03	3.38899256e-06
3.0031523e-05  	-2.42445725e-03	3.38931424e-06
3.0031732e-05  	-2.42468511e-03	3.38963564e-06
3.0031941e-05  	-2.42491273e-03	3.38995674e-06
3.0032149e-05  	-2.42514011e-03	3.39027755e-06
3.0032358e-05  	-2.42536725e-03	3.39059806e-06
3.0032566e-05  	-2.42559415e-03	3.39091828e-06
3.0032775e-05  	-2.42582081e-03	3.39123820e-06
3.0032983e-05  	-2.42604724e-03	3.39155783e-06
3.0033192e-05  	-2.42627343e-03	3.39187718e-06
3.00334e-05    	-2.42649940e-03	3.39219624e-06
3.0033609e-05  	-2.42672513e-03	3.39251502e-06
3.0033817e-05  	-2.42695063e-03	3.39283350e-06
3.0034026e-05  	-2.42717591e-03	3.39315170e-06
3.0034234e-05  	-2.42740096e-03	3.39346960e-06
3.0034443e-05  	-2.42762579e-03	3.39378722e-06
3.0034651e-05  	-2.42785040e-03	3.39410454e-06
3.0034859e-05  	-2.42807478e-03	3.39442157e-06
3.0035067e-05  	-2.42829893e-03	3.39473831e-06
3.0035276e-05  	-2.42852286e-03	3.39505476e-06
3.0035484e-05  	-2.42874661e-03	3.39537091e-06
3.0035692e-05  	-2.42897016e-03	3.39568678e-06
3.00359e-05    	-2.42919349e-03	3.39600238e-06
3.0036109e-05  	-2.42941657e-03	3.39631770e-06
3.0036317e-05  	-2.42963942e-03	3.39663275e-06
3.0036525e-05  	-2.42986206e-03	3.39694753e-06
3.0036733e-05  	-2.43008461e-03	3.39726205e-06
3.0036941e-05  	-2.43030733e-03	3.39757632e-06
3.0037149e-05  	-2.43052975e-03	3.39789036e-06
3.0037357e-05  	-2.43075161e-03	3.39820413e-06
3.0037565e-05  	-2.43097327e-03	3.39851763e-06
3.0037773e-05  	-2.43119470e-03	3.39883087e-06
3.0037981e-05  	-2.43141592e-03	3.39914383e-06
3.0038189e-05  	-2.43163693e-03	3.39945654e-06
3.0038397e-05  	-2.43185774e-03	3.39976899e-06
3.0038605e-05  	-2.43207835e-03	3.40008117e-06
3.0038813e-05  	-2.43229876e-03	3.40039307e-06
3.0039021e-05  	-2.43251896e-03	3.40070469e-06
3.0039229e-05  	-2.43273896e-03	3.40101602e-06
3.0039437e-05  	-2.43295876e-03	3.40132705e-06
3.0039645e-05  	-2.43317837e-03	3.40163779e-06
3.0039852e-05  	-2.43339778e-03	3.40194823e-06
3.004006e-05   	-2.43361700e-03	3.40225839e-06
3.0040268e-05  	-2.43383603e-03	3.40256825e-06
3.0040476e-05  	-2.43405486e-03	3.40287781e-06
3.0040683e-05  	-2.43427349e-03	3.40318707e-06
3.0040891e-05  	-2.43449192e-03	3.40349601e-06
3.0041099e-05  	-2.43471013e-03	3.40380461e-06
3.0041306e-05  	-2.43492813e-03	3.40411290e-06
3.0041514e-05  	-2.43514593e-03	3.40442086e-06
3.0041722e-05  	-2.43536352e-03	3.40472850e-06
3.0041929e-05  	-2.43558089e-03	3.40503582e-06
3.0042137e-05  	-2.43579803e-03	3.40534276e-06
3.0042344e-05  	-2.43601495e-03	3.40564937e-06
3.0042552e-05  	-2.43623166e-03	3.40595565e-06
3.0042759e-05  	-2.43644815e-03	3.40626160e-06
3.0042967e-05  	-2.43666444e-03	3.40656722e-06
3.0043174e-05  	-2.43688052e-03	3.40687253e-06
3.0043381e-05  	-2.43709639e-03	3.40717752e-06
3.0043589e-05  	-2.43731207e-03	3.40748222e-06
3.0043796e-05  	-2.43752756e-03	3.40778662e-06
3.0044003e-05  	-2.43774285e-03	3.40809073e-06
3.0044211e-05  	-2.43795794e-03	3.40839454e-06
3.0044418e-05  	-2.43817282e-03	3.40869805e-06
3.0044625e-05  	-2.43838751e-03	3.40900126e-06
3.0044833e-05  	-2.43860199e-03	3.40930417e-06
3.004504e-05   	-2.43881628e-03	3.40960679e-06
3.0045247e-05  	-2.43903036e-03	3.40990912e-06
3.0045454e-05  	-2.43924424e-03	3.41021115e-06
3.0045661e-05  	-2.43945790e-03	3.41051286e-06
3.0045868e-05  	-2.43967136e-03	3.41081429e-06
3.0046076e-05  	-2.43988464e-03	3.41111548e-06
3.0046283e-05  	-2.44009775e-03	3.41141640e-06
3.004649e-05   	-2.44031068e-03	3.41171707e-06
3.0046697e-05  	-2.44052344e-03	3.41201747e-06
3.0046904e-05  	-2.44073653e-03	3.41231762e-06
3.0047111e-05  	-2.44095087e-03	3.41261753e-06
3.0047318e-05  	-2.44116502e-03	3.41291718e-06
3.0047525e-05  	-2.44137848e-03	3.41321660e-06
3.0047732e-05  	-2.44159039e-03	3.41351578e-06
3.0047938e-05  	-2.44180208e-03	3.41381472e-06
3.0048145e-05  	-2.44201357e-03	3.41411341e-06
3.0048352e-05  	-2.44222486e-03	3.41441186e-06
3.0048559e-05  	-2.44243592e-03	3.41471004e-06
3.0048766e-05  	-2.44264677e-03	3.41500797e-06
3.0048972e-05  	-2.44285742e-03	3.41530567e-06
3.0049179e-05  	-2.44306786e-03	3.41560314e-06
3.0049386e-05  	-2.44327836e-03	3.41590038e-06
3.0049593e-05  	-2.44348846e-03	3.41619739e-06
3.0049799e-05  	-2.44369828e-03	3.41649419e-06
3.0050006e-05  	-2.44390789e-03	3.41679074e-06
3.0050213e-05  	-2.44411757e-03	3.41708711e-06
3.0050419e-05  	-2.44432684e-03	3.41738322e-06
3.0050626e-05  	-2.44453582e-03	3.41767911e-06
3.0050832e-05  	-2.44474457e-03	3.41797473e-06
3.0051039e-05  	-2.44495338e-03	3.41827015e-06
3.0051245e-05  	-2.44516175e-03	3.41856526e-06
3.0051452e-05  	-2.44536980e-03	3.41886016e-06
3.0051658e-05  	-2.44557790e-03	3.41915470e-06
3.0051865e-05  	-2.44578561e-03	3.41944922e-06
3.0052071e-05  	-2.44599305e-03	3.41974326e-06
3.0052278e-05  	-2.44620060e-03	3.42003743e-06
3.0052484e-05  	-2.44640775e-03	3.42033100e-06
3.005269e-05   	-2.44661469e-03	3.42062482e-06
3.0052897e-05  	-2.44682175e-03	3.42091798e-06
3.0053103e-05  	-2.44702845e-03	3.42121140e-06
3.0053309e-05  	-2.44723491e-03	3.42150413e-06
3.0053516e-05  	-2.44744152e-03	3.42179708e-06
3.0053722e-05  	-2.44764778e-03	3.42208943e-06
3.0053928e-05  	-2.44785383e-03	3.42238190e-06
3.0054134e-05  	-2.44805972e-03	3.42267383e-06
3.005434e-05   	-2.44826550e-03	3.42296580e-06
3.0054546e-05  	-2.44847145e-03	3.42325738e-06
3.0054753e-05  	-2.44867706e-03	3.42354890e-06
3.0054959e-05  	-2.44888265e-03	3.42384010e-06
3.0055165e-05  	-2.44908803e-03	3.42413119e-06
3.0055371e-05  	-2.44929325e-03	3.42442201e-06
3.0055577e-05  	-2.44949852e-03	3.42471267e-06
3.0055783e-05  	-2.44970343e-03	3.42500308e-06
3.0055989e-05  	-2.44990812e-03	3.42529330e-06
3.0056195e-05  	-2.45011275e-03	3.42558330e-06
3.0056401e-05  	-2.45031728e-03	3.42587310e-06
3.0056607e-05  	-2.45052163e-03	3.42616266e-06
3.0056812e-05  	-2.45072580e-03	3.42645196e-06
3.0057018e-05  	-2.45092979e-03	3.42674103e-06
3.0057224e-05  	-2.45113360e-03	3.42702986e-06
3.005743e-05   	-2.45133723e-03	3.42731843e-06
3.0057636e-05  	-2.45154069e-03	3.42760676e-06
3.0057841e-05  	-2.45174396e-03	3.42789481e-06
3.0058047e-05  	-2.45194704e-03	3.42818259e-06
3.0058253e-05  	-2.45214994e-03	3.42847009e-06
3.0058459e-05  	-2.45235267e-03	3.42875732e-06
3.0058664e-05  	-2.45255522e-03	3.42904430e-06
3.005887e-05   	-2.45275762e-03	3.42933104e-06
3.0059076e-05  	-2.45295986e-03	3.42961752e-06
3.0059281e-05  	-2.45316193e-03	3.42990374e-06
3.0059487e-05  	-2.45336384e-03	3.43018968e-06
3.0059692e-05  	-2.45356556e-03	3.43047529e-06
3.0059898e-05  	-2.45376710e-03	3.43076063e-06
3.0060103e-05  	-2.45396848e-03	3.43104569e-06
3.0060309e-05  	-2.45416971e-03	3.43133047e-06
3.0060514e-05  	-2.45437077e-03	3.43161498e-06
3.006072e-05   	-2.45457168e-03	3.43189920e-06
3.0060925e-05  	-2.45477244e-03	3.43218313e-06
3.006113e-05   	-2.45497304e-03	3.43246680e-06
3.0061336e-05  	-2.45517351e-03	3.43275020e-06
3.0061541e-05  	-2.45537384e-03	3.43303333e-06
3.0061746e-05  	-2.45557403e-03	3.43331620e-06
3.0061952e-05  	-2.45577407e-03	3.43359881e-06
3.0062157e-05  	-2.45597396e-03	3.43388111e-06
3.0062362e-05  	-2.45617367e-03	3.43416312e-06
3.0062568e-05  	-2.45637321e-03	3.43444483e-06
3.0062773e-05  	-2.45657259e-03	3.43472623e-06
3.0062978e-05  	-2.45677178e-03	3.43500731e-06
3.0063183e-05  	-2.45697082e-03	3.43528811e-06
3.0063388e-05  	-2.45716970e-03	3.43556864e-06
3.0063593e-05  	-2.45736844e-03	3.43584889e-06
3.0063798e-05  	-2.45756703e-03	3.43612888e-06
3.0064003e-05  	-2.45776548e-03	3.43640861e-06
3.0064208e-05  	-2.45796379e-03	3.43668807e-06
3.0064414e-05  	-2.45816194e-03	3.43696726e-06
3.0064619e-05  	-2.45835995e-03	3.43724619e-06
3.0064823e-05  	-2.45855784e-03	3.43752490e-06
3.0065028e-05  	-2.45875561e-03	3.43780340e-06
3.0065233e-05  	-2.45895327e-03	3.43808169e-06
3.0065438e-05  	-2.45915081e-03	3.43835975e-06
3.0065643e-05  	-2.45934821e-03	3.43863757e-06
3.0065848e-05  	-2.45954548e-03	3.43891514e-06
3.0066053e-05  	-2.45974261e-03	3.43919247e-06
3.0066258e-05  	-2.45993960e-03	3.43946958e-06
3.0066462e-05  	-2.46013641e-03	3.43974640e-06
3.0066667e-05  	-2.46033307e-03	3.44002295e-06
3.0066872e-05  	-2.46052957e-03	3.44029923e-06
3.0067077e-05  	-2.46072592e-03	3.44057525e-06
3.0067281e-05  	-2.46092212e-03	3.44085102e-06
3.0067486e-05  	-2.46111818e-03	3.44112655e-06
3.0067691e-05  	-2.46131411e-03	3.44140186e-06
3.0067895e-05  	-2.46150991e-03	3.44167695e-06
3.00681e-05    	-2.46170560e-03	3.44195184e-06
3.0068305e-05  	-2.46190115e-03	3.44222653e-06
3.0068509e-05  	-2.46209658e-03	3.44250103e-06
3.0068714e-05  	-2.46229188e-03	3.44277534e-06
3.0068918e-05  	-2.46248703e-03	3.44304946e-06
3.0069123e-05  	-2.46268204e-03	3.44332339e-06
3.0069327e-05  	-2.46287694e-03	3.44359713e-06
3.0069532e-05  	-2.46307175e-03	3.44387068e-06
3.0069736e-05  	-2.46326649e-03	3.44414402e-06
3.006994e-05   	-2.46346123e-03	3.44441727e-06
3.0070145e-05  	-2.46365597e-03	3.44469032e-06
3.0070349e-05  	-2.46385059e-03	3.44496318e-06
3.0070554e-05  	-2.46404505e-03	3.44523585e-06
3.0070758e-05  	-2.46423937e-03	3.44550833e-06
3.0070962e-05  	-2.46443355e-03	3.44578064e-06
3.0071166e-05  	-2.46462758e-03	3.44605275e-06
3.0071371e-05  	-2.46482146e-03	3.44632468e-06
3.0071575e-05  	-2.46501518e-03	3.44659642e-06
3.0071779e-05  	-2.46520875e-03	3.44686796e-06
3.0071983e-05  	-2.46540213e-03	3.44713929e-06
3.0072187e-05  	-2.46559535e-03	3.44741041e-06
3.0072392e-05  	-2.46578840e-03	3.44768132e-06
3.0072596e-05  	-2.46598129e-03	3.44795201e-06
3.00728e-05    	-2.46617399e-03	3.44822248e-06
3.0073004e-05  	-2.46636652e-03	3.44849274e-06
3.0073208e-05  	-2.46655889e-03	3.44876277e-06
3.0073412e-05  	-2.46675112e-03	3.44903270e-06
3.0073616e-05  	-2.46694319e-03	3.44930243e-06
3.007382e-05   	-2.46713511e-03	3.44957197e-06
3.0074024e-05  	-2.46732688e-03	3.44984133e-06
3.0074228e-05  	-2.46751852e-03	3.45011051e-06
3.0074432e-05  	-2.46771001e-03	3.45037953e-06
3.0074636e-05  	-2.46790137e-03	3.45064839e-06
3.0074839e-05  	-2.46809259e-03	3.45091709e-06
3.0075043e-05  	-2.46828371e-03	3.45118568e-06
3.0075247e-05  	-2.46847472e-03	3.45145415e-06
3.0075451e-05  	-2.46866565e-03	3.45172253e-06
3.0075655e-05  	-2.46885650e-03	3.45199082e-06
3.0075858e-05  	-2.46904729e-03	3.45225905e-06
3.0076062e-05  	-2.46923801e-03	3.45252721e-06
3.0076266e-05  	-2.46942866e-03	3.45279530e-06
3.007647e-05   	-2.46961924e-03	3.45306333e-06
3.0076673e-05  	-2.46980976e-03	3.45333128e-06
3.0076877e-05  	-2.47000020e-03	3.45359915e-06
3.0077081e-05  	-2.47019054e-03	3.45386692e-06
3.0077284e-05  	-2.47038079e-03	3.45413458e-06
3.0077488e-05  	-2.47057093e-03	3.45440212e-06
3.0077691e-05  	-2.47076095e-03	3.45466953e-06
3.0077895e-05  	-2.47095084e-03	3.45493680e-06
3.0078098e-05  	-2.47114061e-03	3.45520390e-06
3.0078302e-05  	-2.47133023e-03	3.45547082e-06
3.0078505e-05  	-2.47151969e-03	3.45573756e-06
3.0078709e-05  	-2.47170900e-03	3.45600411e-06
3.0078912e-05  	-2.47189815e-03	3.45627043e-06
3.0079116e-05  	-2.47208713e-03	3.45653651e-06
3.0079319e-05  	-2.47227596e-03	3.45680237e-06
3.0079523e-05  	-2.47246466e-03	3.45706801e-06
3.0079726e-05  	-2.47265324e-03	3.45733345e-06
3.0079929e-05  	-2.47284171e-03	3.45759871e-06
3.0080133e-05  	-2.47303007e-03	3.45786376e-06
3.0080336e-05  	-2.47321832e-03	3.45812862e-06
3.0080539e-05  	-2.47340646e-03	3.45839325e-06
3.0080742e-05  	-2.47359447e-03	3.45865765e-06
3.0080946e-05  	-2.47378236e-03	3.45892181e-06
3.0081149e-05  	-2.47397011e-03	3.45918572e-06
3.0081352e-05  	-2.47415774e-03	3.45944938e-06
3.0081555e-05  	-2.47434523e-03	3.45971277e-06
3.0081758e-05  	-2.47453260e-03	3.45997590e-06
3.0081961e-05  	-2.47471983e-03	3.46023874e-06
3.0082164e-05  	-2.47490691e-03	3.46050131e-06
3.0082368e-05  	-2.47509384e-03	3.46076361e-06
3.0082571e-05  	-2.47528076e-03	3.46102563e-06
3.0082774e-05  	-2.47546761e-03	3.46128737e-06
3.0082977e-05  	-2.47565433e-03	3.46154884e-06
3.008318e-05   	-2.47584089e-03	3.46181002e-06
3.0083383e-05  	-2.47602729e-03	3.46207093e-06
3.0083586e-05  	-2.47621354e-03	3.46233157e-06
3.0083788e-05  	-2.47639966e-03	3.46259192e-06
3.0083991e-05  	-2.47658565e-03	3.46285206e-06
3.0084194e-05  	-2.47677151e-03	3.46311193e-06
3.0084397e-05  	-2.47695724e-03	3.46337159e-06
3.00846e-05    	-2.47714284e-03	3.46363097e-06
3.0084803e-05  	-2.47732831e-03	3.46389013e-06
3.0085006e-05  	-2.47751364e-03	3.46414901e-06
3.0085208e-05  	-2.47769883e-03	3.46440768e-06
3.0085411e-05  	-2.47788391e-03	3.46466605e-06
3.0085614e-05  	-2.47806889e-03	3.46492416e-06
3.0085817e-05  	-2.47825373e-03	3.46518206e-06
3.0086019e-05  	-2.47843842e-03	3.46543964e-06
3.0086222e-05  	-2.47862299e-03	3.46569697e-06
3.0086425e-05  	-2.47880738e-03	3.46595403e-06
3.0086627e-05  	-2.47899162e-03	3.46621086e-06
3.008683e-05   	-2.47917572e-03	3.46646739e-06
3.0087032e-05  	-2.47935967e-03	3.46672367e-06
3.0087235e-05  	-2.47954351e-03	3.46697972e-06
3.0087437e-05  	-2.47972724e-03	3.46723554e-06
3.008764e-05   	-2.47991085e-03	3.46749116e-06
3.0087842e-05  	-2.48009438e-03	3.46774658e-06
3.0088045e-05  	-2.48027780e-03	3.46800180e-06
3.0088247e-05  	-2.48046112e-03	3.46825681e-06
3.008845e-05   	-2.48064433e-03	3.46851159e-06
3.0088652e-05  	-2.48082741e-03	3.46876614e-06
3.0088855e-05  	-2.48101039e-03	3.46902046e-06
3.0089057e-05  	-2.48119323e-03	3.46927455e-06
3.0089259e-05  	-2.48137595e-03	3.46952840e-06
3.0089462e-05  	-2.48155857e-03	3.46978205e-06
3.0089664e-05  	-2.48174106e-03	3.47003545e-06
3.0089866e-05  	-2.48192342e-03	3.47028859e-06
3.0090069e-05  	-2.48210564e-03	3.47054148e-06
3.0090271e-05  	-2.48228772e-03	3.47079411e-06
3.0090473e-05  	-2.48246971e-03	3.47104650e-06
3.0090675e-05  	-2.48265178e-03	3.47129862e-06
3.0090878e-05  	-2.48283378e-03	3.47155051e-06
3.009108e-05   	-2.48301567e-03	3.47180216e-06
3.0091282e-05  	-2.48319746e-03	3.47205359e-06
3.0091484e-05  	-2.48337913e-03	3.47230480e-06
3.0091686e-05  	-2.48356068e-03	3.47255580e-06
3.0091888e-05  	-2.48374212e-03	3.47280658e-06
3.0092091e-05  	-2.48392345e-03	3.47305719e-06
3.0092293e-05  	-2.48410468e-03	3.47330761e-06
3.0092495e-05  	-2.48428582e-03	3.47355785e-06
3.0092697e-05  	-2.48446686e-03	3.47380794e-06
3.0092899e-05  	-2.48464781e-03	3.47405784e-06
3.0093101e-05  	-2.48482863e-03	3.47430754e-06
3.0093303e-05  	-2.48500934e-03	3.47455704e-06
3.0093505e-05  	-2.48518992e-03	3.47480639e-06
3.0093707e-05  	-2.48537038e-03	3.47505560e-06
3.0093909e-05  	-2.48555072e-03	3.47530468e-06
3.009411e-05   	-2.48573095e-03	3.47555364e-06
3.0094312e-05  	-2.48591150e-03	3.47580250e-06
3.0094514e-05  	-2.48609214e-03	3.47605130e-06
3.0094716e-05  	-2.48627265e-03	3.47630000e-06
3.0094918e-05  	-2.48645306e-03	3.47654859e-06
3.009512e-05   	-2.48663287e-03	3.47679702e-06
3.0095321e-05  	-2.48681281e-03	3.47704534e-06
3.0095523e-05  	-2.48699285e-03	3.47729356e-06
3.0095725e-05  	-2.48717279e-03	3.47754169e-06
3.0095927e-05  	-2.48735267e-03	3.47778975e-06
3.0096128e-05  	-2.48753249e-03	3.47803776e-06
3.009633e-05   	-2.48771225e-03	3.47828569e-06
3.0096532e-05  	-2.48789195e-03	3.47853355e-06
3.0096733e-05  	-2.48807158e-03	3.47878134e-06
3.0096935e-05  	-2.48825115e-03	3.47902904e-06
3.0097137e-05  	-2.48843066e-03	3.47927666e-06
3.0097338e-05  	-2.48861009e-03	3.47952420e-06
3.009754e-05   	-2.48878948e-03	3.47977168e-06
3.0097741e-05  	-2.48896879e-03	3.48001908e-06
3.0097943e-05  	-2.48914803e-03	3.48026638e-06
3.0098145e-05  	-2.48932718e-03	3.48051359e-06
3.0098346e-05  	-2.48950624e-03	3.48076071e-06
3.0098548e-05  	-2.48968520e-03	3.48100773e-06
3.0098749e-05  	-2.48986406e-03	3.48125465e-06
3.009895e-05   	-2.49004284e-03	3.48150149e-06
