0 	0 	0 	0
2.50453e-06 	-0.0101958 	-2.88027 	0.516571
5.00907e-06 	-0.0221641 	-5.78821 	0.794567
7.83628e-06 	-0.0520361 	-7.81013 	1.187
1.06635e-05 	-0.0847599 	-9.89935 	1.29584
1.3855e-05 	-0.130436 	-10.8813 	1.55749
1.70464e-05 	-0.179053 	-11.9563 	1.52928
2.06491e-05 	-0.235161 	-12.3016 	1.71402
2.42517e-05 	-0.294112 	-12.7529 	1.61909
2.83185e-05 	-0.359045 	-12.8653 	1.76615
3.23853e-05 	-0.426992 	-13.102 	1.65212
3.69761e-05 	-0.500899 	-13.1278 	1.7806
4.15668e-05 	-0.57715 	-13.2867 	1.65323
4.6749e-05 	-0.66144 	-13.2813 	1.77661
5.19313e-05 	-0.745338 	-13.4017 	1.6401
5.77812e-05 	-0.839227 	-13.3804 	1.75537
6.36311e-05 	-0.931348 	-13.4835 	1.61127
7.02346e-05 	-1.03435 	-13.4405 	1.71061
7.68382e-05 	-1.13919 	-13.5365 	1.55338
8.42926e-05 	-1.25272 	-13.4793 	1.64635
9.17469e-05 	-1.37501 	-13.5767 	1.48508
0.000100162 	-1.50041 	-13.5291 	1.58502
0.000108576 	-1.64349 	-13.6327 	1.43182
0.000118075 	-1.77905 	-13.6028 	1.5289
0.000127574 	-1.9417 	-13.7002 	1.38054
0.000138297 	-2.0856 	-13.6821 	1.45897
0.00014902 	-2.26674 	-13.7664 	1.31297
0.000161124 	-2.41788 	-13.7574 	1.37582
0.000173228 	-2.62769 	-13.8491 	1.23937
0.000186892 	-2.78029 	-13.844 	1.28149
0.000200556 	-3.01508 	-13.9489 	1.13739
0.00021598 	-3.17092 	-13.9298 	1.15287
0.000231404 	-3.41885 	-14.0168 	0.984396
0.000248815 	-3.58946 	-13.9963 	0.982452
0.000266227 	-3.85091 	-14.066 	0.822307
0.000285881 	-4.02465 	-14.0509 	0.805772
0.000305536 	-4.28695 	-14.1215 	0.67672
0.000327723 	-4.44337 	-14.1089 	0.644632
0.000349909 	-4.7037 	-14.1838 	0.538405
0.000374955 	-4.84553 	-14.1808 	0.505304
0.0004 	-5.09927 	-14.2614 	0.42556
0.000425 	-5.21342 	-14.2541 	0.404969
0.00045 	-5.44833 	-14.3258 	0.344632
0.000475 	-5.5385 	-14.3108 	0.317912
0.0005 	-5.76934 	-14.3718 	0.250782
0.000525 	-5.84791 	-14.3461 	0.210312
0.00055 	-6.06696 	-14.4021 	0.145734
0.000575 	-6.1271 	-14.3769 	0.10701
0.0006 	-6.32829 	-14.4319 	0.0509297
0.000625 	-6.37807 	-14.4069 	0.0156119
0.00065 	-6.56457 	-14.4446 	-0.0438814
0.000675 	-6.61413 	-14.406 	-0.06951
0.0007 	-6.7766 	-14.4253 	-0.0949133
0.000725 	-6.81121 	-14.3842 	-0.112192
0.00075 	-6.95838 	-14.4147 	-0.113251
0.000775 	-6.98899 	-14.3764 	-0.135573
0.0008 	-7.13672 	-14.4222 	-0.150566
0.000825 	-7.16807 	-14.3771 	-0.162956
0.00085 	-7.30502 	-14.4212 	-0.161072
0.000875 	-7.31931 	-14.3753 	-0.173182
0.0009 	-7.44548 	-14.416 	-0.167454
0.000925 	-7.46309 	-14.3758 	-0.188874
0.00095 	-7.58804 	-14.4304 	-0.198859
0.000975 	-7.60956 	-14.3875 	-0.21275
0.001 	-7.72572 	-14.4519 	-0.209383
0.001025 	-7.74652 	-14.4112 	-0.21819
0.00105 	-7.85209 	-14.4699 	-0.212513
0.001075 	-7.88411 	-14.4311 	-0.221486
0.0011 	-7.99185 	-14.4885 	-0.218265
0.001125 	-8.02556 	-14.4523 	-0.224377
0.00115 	-8.13542 	-14.5202 	-0.20812
0.001175 	-8.17041 	-14.4865 	-0.208585
0.0012 	-8.27234 	-14.5565 	-0.192461
0.001225 	-8.31514 	-14.517 	-0.182559
0.00125 	-8.42121 	-14.5776 	-0.159167
0.001275 	-8.45798 	-14.5407 	-0.151782
0.0013 	-8.55708 	-14.593 	-0.126968
0.001325 	-8.59303 	-14.5584 	-0.125821
0.00135 	-8.68885 	-14.6064 	-0.115024
0.001375 	-8.73035 	-14.5633 	-0.122284
0.0014 	-8.83381 	-14.6165 	-0.122364
0.001425 	-8.87325 	-14.5681 	-0.149695
0.00145 	-8.96177 	-14.6329 	-0.168363
0.001475 	-9.01117 	-14.5862 	-0.201419
0.0015 	-9.09297 	-14.6613 	-0.22766
0.001525 	-9.14181 	-14.6126 	-0.26247
0.00155 	-9.20581 	-14.6839 	-0.289183
0.001575 	-9.25354 	-14.6343 	-0.324934
0.0016 	-9.30248 	-14.6993 	-0.356892
0.001625 	-9.36209 	-14.6565 	-0.387432
0.00165 	-9.4214 	-14.7399 	-0.403437
0.001675 	-9.4802 	-14.7071 	-0.426409
0.0017 	-9.54639 	-14.8158 	-0.421011
0.001725 	-9.60722 	-14.788 	-0.437191
0.00175 	-9.67394 	-14.8948 	-0.425552
0.001775 	-9.73625 	-14.8645 	-0.442731
0.0018 	-9.78223 	-14.9491 	-0.424595
0.001825 	-9.84203 	-14.9164 	-0.438227
0.00185 	-9.86533 	-14.9858 	-0.412789
0.001875 	-9.93428 	-14.9564 	-0.419203
0.0019 	-9.95727 	-15.0322 	-0.386687
0.001925 	-10.0335 	-15.0052 	-0.391995
0.00195 	-10.0647 	-15.1043 	-0.358405
0.001975 	-10.1461 	-15.0762 	-0.359395
0.002 	-10.1831 	-15.1892 	-0.314161
0.002025 	-10.2642 	-15.1594 	-0.313591
0.00205 	-10.2817 	-15.254 	-0.247249
0.002075 	-10.3483 	-15.2114 	-0.25742
0.0021 	-10.3099 	-15.2573 	-0.190014
0.002125 	-10.3578 	-15.1911 	-0.211267
0.00215 	-10.269 	-15.196 	-0.157487
0.002175 	-10.3126 	-15.1209 	-0.183922
0.0022 	-10.2232 	-15.1413 	-0.148235
0.002225 	-10.2897 	-15.094 	-0.17577
0.00225 	-10.2575 	-15.2035 	-0.152125
0.002275 	-10.3763 	-15.2215 	-0.180179
0.0023 	-10.4395 	-15.4747 	-0.150053
0.002325 	-10.5981 	-15.5492 	-0.185625
0.00235 	-10.7196 	-15.9125 	-0.127093
0.002375 	-10.8619 	-15.9817 	-0.174018
0.0024 	-10.9196 	-16.3171 	-0.0735139
