# time                
# Time                	cpu                   	clock                 	cpu/step              	clock/step            
4.6431679573482e-06   	2.914500000000000e+02	291	5.799999999999841e-01	1.000000000000000e+00
4.64879207011982e-06  	2.920300000000000e+02	292	5.799999999999841e-01	1.000000000000000e+00
4.65439239949429e-06  	2.926600000000000e+02	292	6.300000000000523e-01	0.000000000000000e+00
4.65996914439694e-06  	2.932500000000000e+02	293	5.899999999999750e-01	1.000000000000000e+00
4.66552250127343e-06  	2.938300000000000e+02	293	5.799999999999841e-01	0.000000000000000e+00
4.6710533057927e-06   	2.944000000000000e+02	294	5.699999999999932e-01	1.000000000000000e+00
4.67656173909296e-06  	2.949700000000000e+02	295	5.700000000000500e-01	1.000000000000000e+00
4.68204798014395e-06  	2.955300000000000e+02	295	5.599999999999454e-01	0.000000000000000e+00
4.68751251904321e-06  	2.961100000000000e+02	296	5.800000000000409e-01	1.000000000000000e+00
4.69295552558087e-06  	2.966900000000000e+02	296	5.799999999999841e-01	0.000000000000000e+00
4.69837716756701e-06  	2.972500000000000e+02	297	5.600000000000023e-01	1.000000000000000e+00
4.70377791690581e-06  	2.978100000000000e+02	297	5.600000000000023e-01	0.000000000000000e+00
